name	x	y	z	size
A1	-67.0237655639648	-40.3403396606445	7.61304187774658	0
A2	-64.2364349365234	-46.5677642822266	11.3935661315918	0
A3	-57.7021789550781	-53.927906036377	14.0842590332031	0
A4	-53.4792366027832	-56.39208984375	21.0001182556152	0
A5	-52.3712272644043	-60.9386901855469	27.3669986724854	0
A6	-44.8898086547852	-54.2320671081543	42.4098587036133	0
A7	-51.9732551574707	-44.5581665039062	49.1767807006836	0
A8	-46.5029144287109	-27.6847190856934	41.7568588256836	0
A9	-56.13916015625	-17.1177406311035	50.3411445617676	0
A10	-46.6525955200195	-16.9386100769043	52.7290725708008	0
A11	-40.8455200195312	-24.157470703125	50.9195671081543	0
A12	-38.8395004272461	-17.3322696685791	36.1252555847168	0
A13	-42.7408256530762	-14.7263717651367	45.7814521789551	0
A14	-22.8321781158447	6.05794143676758	50.4029159545898	0
A15	-22.899730682373	10.5396060943604	51.1356887817383	0
A16	-26.1438331604004	15.0978498458862	47.9397468566895	0
A17	-39.1692428588867	-37.2055168151855	-26.4070014953613	0
A18	-42.2136726379395	-24.8698539733887	-23.9401798248291	0
A19	-50.1469535827637	-8.48834609985352	-37.7733459472656	0
A20	-40.1915397644043	-3.07902383804321	-46.5666122436523	0
A21	-30.2339210510254	-0.241801649332047	-45.0711288452148	0
A22	-20.5775127410889	-6.49738168716431	-27.2190399169922	0
A23	-27.2492370605469	-12.2119235992432	-24.1039142608643	0
A24	-37.0300941467285	-21.0393104553223	-18.0122776031494	0
A25	-35.0243301391602	-23.0067691802979	-13.9074831008911	0
A26	-32.5651092529297	-27.5328788757324	-10.7910203933716	0
A27	-38.0115013122559	-10.6346349716187	-33.402774810791	0
A28	-38.1304931640625	-11.5563716888428	-31.3904228210449	0
A29	-28.7708644866943	-29.0877990722656	-25.5958137512207	0
A30	-27.6826820373535	-32.6911544799805	-20.9313774108887	0
A31	-17.4332427978516	-40.7389183044434	-13.4007472991943	0
A32	-18.3849544525146	-46.0264511108398	-12.2815837860107	0
A33	-10.5168237686157	43.5457878112793	16.3104877471924	0
A34	-4.22749090194702	11.3209180831909	57.7111892700195	0
A35	-7.44505548477173	-7.84622812271118	47.6479339599609	0
A36	-8.54728603363037	-4.05160570144653	44.9243392944336	0
A37	-9.72193431854248	-2.98216962814331	43.3666915893555	0
A38	-4.38898181915283	-42.1300010681152	23.1969184875488	0
A39	-6.72722864151001	-66.1088104248047	5.23166513442993	0
A40	-5.04922008514404	-72.920539855957	6.63491535186768	0
A41	-16.2791175842285	5.36397647857666	69.8916397094727	0
A42	-9.77182960510254	4.54931163787842	70.9027252197266	0
A43	-6.78522634506226	-15.4769496917725	46.6321716308594	0
A44	-13.3176851272583	-28.9537296295166	39.7941207885742	0
A45	-2.07987260818481	-41.2014083862305	33.6245956420898	0
A46	-2.2408390045166	-48.0683517456055	32.0038528442383	0
A47	-8.40790939331055	-53.2028579711914	28.3387508392334	0
A48	-11.7649593353271	-82.4164199829102	5.26717090606689	0
A49	-20.1871757507324	0.0323533713817596	71.022331237793	0
A50	-3.55961155891418	-28.1928462982178	55.1325302124023	0
A51	-14.4966106414795	-35.7500076293945	41.5368347167969	0
A52	-10.0284271240234	-32.4429626464844	43.1349449157715	0
A53	-7.23462963104248	-39.1258392333984	35.4391555786133	0
A54	-11.6958408355713	-44.2317123413086	33.5925025939941	0
A55	-2.35012674331665	-63.3906326293945	30.8555660247803	0
A56	-13.8213634490967	-76.6766204833984	26.8907680511475	0
A57	-19.7826118469238	-13.2123012542725	60.7492904663086	0
